id,image_path,articleType,gender,baseColour,season,usage,productDisplayName,mapped_color,neckline,dress_length,fabric,pattern,sleeve_length,mapped_usage,color_encoded,neckline_encoded,dress_length_encoded,fabric_encoded,pattern_encoded,sleeve_length_encoded,usage_encoded,season_encoded,gender_encoded
15031,/content/fashion_data/images/15031.jpg,Sweaters,Women,Pink,Fall,Casual,ADIDAS Women Stripes Pink Sweaters,Pink,Cowl Neck,Mini,Polyester,Striped,Long Sleeve,Casual,16,2,4,7,8,3,0,0,2
53408,/content/fashion_data/images/53408.jpg,Kurtas,Women,Beige,Fall,Ethnic,Alma Women Beige Printed Kurta,Beige,Collared,Knee-length,Crepe,Abstract,Long Sleeve,Festive/Religious,0,1,1,2,0,3,1,0,2
46251,/content/fashion_data/images/46251.jpg,Tunics,Women,Mustard,Summer,Casual,Fusion Beats Women Mustard Printed Tunic,Yellow,Scoop Neck,Knee-length,Linen,Abstract,Long Sleeve,Casual,23,10,1,6,0,3,0,2,2
10184,/content/fashion_data/images/10184.jpg,Shirts,Men,White,Fall,Casual,Indigo Nation Men  White Stripe Shirt,White,V-Neck,Mini,Polyester,Striped,Long Sleeve,Casual,22,14,4,7,8,3,0,0,0
13318,/content/fashion_data/images/13318.jpg,Shirts,Men,Green,Fall,Casual,Gini and Jony Kids Boys Check Green Shirts,Green,Collared,Knee-length,Linen,Plaid,3/4 Sleeve,Casual,8,1,1,6,5,0,0,0,0
12608,/content/fashion_data/images/12608.jpg,Tops,Women,Maroon,Fall,Casual,Jealous 21 Women Printed Maroon Tops,Maroon,Square Neck,Mini,Silk,Abstract,Sleeveless,Casual,10,11,4,9,0,5,0,0,2
17158,/content/fashion_data/images/17158.jpg,Shirts,Men,Navy Blue,Fall,Casual,U.S. Polo Assn. Men Checks Navy Blue Shirt,Navy Blue,V-Neck,Knee-length,Linen,Plaid,3/4 Sleeve,Casual,12,14,1,6,5,0,0,0,0
41980,/content/fashion_data/images/41980.jpg,Tshirts,Men,White,Summer,Casual,Gini and Jony Boys Rodeo White T-shirt,White,Scoop Neck,Mini,Polyester,Solid,Cap Sleeve,Casual,22,10,4,7,7,2,0,2,0
19400,/content/fashion_data/images/19400.jpg,Tshirts,Men,Navy Blue,Summer,Casual,ADIDAS Men Navy Blue T-shirt,Navy Blue,Crew Neck,Mini,Polyester,Solid,Short Sleeve,Casual,12,3,4,7,7,4,0,2,0
39471,/content/fashion_data/images/39471.jpg,Kurtis,Women,Beige,Summer,Ethnic,Diva Women Beige Kurti,Beige,High Neck,Knee-length,Crepe,Solid,Long Sleeve,Festive/Religious,0,5,1,2,7,3,1,2,2
26801,/content/fashion_data/images/26801.jpg,Shirts,Men,Lavender,Summer,Formal,Arrow Men Lavender Striped Shirt,Purple,V-Neck,Knee-length,Linen,Striped,3/4 Sleeve,Formal,17,14,1,6,8,0,2,2,0
37797,/content/fashion_data/images/37797.jpg,Shirts,Men,Blue,Summer,Formal,John Players Men Blue Striped Shirt,Blue,Collared,Knee-length,Cotton,Striped,3/4 Sleeve,Formal,2,1,1,1,8,0,2,2,0
19975,/content/fashion_data/images/19975.jpg,Tshirts,Men,Red,Fall,Casual,United Colors of Benetton Men Red Polo TShirt,Red,V-Neck,Mini,Cotton,Solid,Cap Sleeve,Casual,18,14,4,1,7,2,0,0,0
14064,/content/fashion_data/images/14064.jpg,Tshirts,Men,Red,Fall,Casual,Flying Machine Men Pack of 2 Stripes Red Blue Tshirts,Red,Crew Neck,Mini,Polyester,Striped,Cap Sleeve,Casual,18,3,4,7,8,2,0,0,0
22626,/content/fashion_data/images/22626.jpg,Sweaters,Men,Grey,Fall,Sports,Nike Men Solid Grey Sweater,Grey,Turtleneck,Mini,Wool,Solid,Long Sleeve,Sports,9,13,4,10,7,3,4,0,0
14768,/content/fashion_data/images/14768.jpg,Shirts,Men,White,Fall,Formal,Arrow Men White Shirt,White,Collared,Mini,Cotton,Solid,3/4 Sleeve,Formal,22,1,4,1,7,0,2,0,0
15329,/content/fashion_data/images/15329.jpg,Sweaters,Men,White,Fall,Sports,Nike Men Solid White Sweaters,White,Mock Neck,Mini,Cotton,Solid,Long Sleeve,Sports,22,7,4,1,7,3,4,0,0
25843,/content/fashion_data/images/25843.jpg,Kurtas,Women,Purple,Summer,Ethnic,Diva Women Printed Purple Kurta,Purple,High Neck,Maxi,Linen,Abstract,3/4 Sleeve,Festive/Religious,17,5,2,6,0,0,1,2,2
43667,/content/fashion_data/images/43667.jpg,Dresses,Women,Purple,Summer,Casual,ONLY Women Purple Dress,Purple,Square Neck,Mini,Cotton,Solid,3/4 Sleeve,Casual,17,11,4,1,7,0,0,2,2
34323,/content/fashion_data/images/34323.jpg,Tshirts,Men,Red,Summer,Casual,Myntra Men Chase Red T-shirt,Red,Scoop Neck,Mini,Cotton,Solid,Cap Sleeve,Casual,18,10,4,1,7,2,0,2,0
18633,/content/fashion_data/images/18633.jpg,Tshirts,Men,Navy Blue,Fall,Casual,Puma Men GP Budg Logo Speed Navy Blue Tshirts,Navy Blue,Crew Neck,Mini,Polyester,Solid,Short Sleeve,Casual,12,3,4,7,7,4,0,0,0
22484,/content/fashion_data/images/22484.jpg,Tops,Women,Pink,Summer,Ethnic,Global Desi Women Printed Pink Top,Pink,Halter,Mini,Polyester,Abstract,3/4 Sleeve,Festive/Religious,16,4,4,7,0,0,1,2,2
26814,/content/fashion_data/images/26814.jpg,Shirts,Men,Blue,Summer,Formal,Arrow Men Blue Striped Shirt,Blue,Collared,Mini,Polyester,Striped,Short Sleeve,Formal,2,1,4,7,8,4,2,2,0
31467,/content/fashion_data/images/31467.jpg,Tshirts,Men,White,Summer,Sports,Nike Men Cricket Off White T-shirt,White,Crew Neck,Mini,Cotton,Solid,Short Sleeve,Sports,22,3,4,1,7,4,4,2,0
49927,/content/fashion_data/images/49927.jpg,Sarees,Women,Beige,Fall,Ethnic,Fabindia Beige Hand Printed Sari,Beige,High Neck,Maxi,Chiffon,Abstract,Cap Sleeve,Festive/Religious,0,5,2,0,0,2,1,0,2
50894,/content/fashion_data/images/50894.jpg,Sarees,Women,White,Summer,Ethnic,Prafful Women White Crepe Printed Sari,White,Boat Neck,Maxi,Cotton,Abstract,Sleeveless,Festive/Religious,22,0,2,1,0,5,1,2,2
3861,/content/fashion_data/images/3861.jpg,Tshirts,Men,White,Summer,Casual,Ed Hardy Men's White Blue Dragon T-shirt,White,Scoop Neck,Mini,Cotton,Solid,Cap Sleeve,Casual,22,10,4,1,7,2,0,2,0
16931,/content/fashion_data/images/16931.jpg,Tshirts,Men,Green,Fall,Casual,Spykar Men Solid Green Tshirt,Green,Crew Neck,Mini,Cotton,Solid,Short Sleeve,Casual,8,3,4,1,7,4,0,0,0
3356,/content/fashion_data/images/3356.jpg,Tshirts,Men,Black,Summer,Casual,Myntra Men's I Give 100 Percent Work Black T-shirt,Black,Crew Neck,Mini,Cotton,Solid,Cap Sleeve,Casual,1,3,4,1,7,2,0,2,0
26227,/content/fashion_data/images/26227.jpg,Tshirts,Men,White,Summer,Casual,Proline Men White Polo T-Shirt,White,Crew Neck,Mini,Cotton,Solid,Short Sleeve,Casual,22,3,4,1,7,4,0,2,0
46011,/content/fashion_data/images/46011.jpg,Sarees,Women,Maroon,Summer,Ethnic,Fabindia Maroon Sari,Maroon,High Neck,Maxi,Satin,Solid,Short Sleeve,Festive/Religious,10,5,2,8,7,4,1,2,2
12772,/content/fashion_data/images/12772.jpg,Kurtas,Women,Blue,Fall,Ethnic,Mother Earth Women Classic Blue Kurtas,Blue,Collared,Knee-length,Silk,Solid,Long Sleeve,Festive/Religious,2,1,1,9,7,3,1,0,2
35882,/content/fashion_data/images/35882.jpg,Tshirts,Men,Red,Summer,Casual,Jungle Book Boys Lets Explore Red T-shirt,Red,Scoop Neck,Mini,Polyester,Solid,Short Sleeve,Casual,18,10,4,7,7,4,0,2,0
19666,/content/fashion_data/images/19666.jpg,Tops,Women,Grey,Summer,Casual,United Colors of Benetton Women Solid Grey Top,Grey,Scoop Neck,Mini,Crepe,Solid,Short Sleeve,Casual,9,10,4,2,7,4,0,2,2
47005,/content/fashion_data/images/47005.jpg,Kurtas,Women,Lavender,Fall,Ethnic,Shree Women Lavender Kurta,Purple,High Neck,Midi,Silk,Solid,Long Sleeve,Festive/Religious,17,5,3,9,7,3,1,0,2
28848,/content/fashion_data/images/28848.jpg,Tshirts,Men,Grey,Summer,Casual,Proline Men Grey Polo T-shirt,Grey,Scoop Neck,Mini,Cotton,Solid,Short Sleeve,Casual,9,10,4,1,7,4,0,2,0
1872,/content/fashion_data/images/1872.jpg,Tshirts,Men,White,Winter,Casual,FIFA Mens 1962 World Cup White T-shirt,White,Scoop Neck,Mini,Polyester,Solid,Cap Sleeve,Casual,22,10,4,7,7,2,0,3,0
4720,/content/fashion_data/images/4720.jpg,Tshirts,Women,Yellow,Summer,Casual,Disney Kids Girl's Fun In The Fair Yellow Teen Kidswear,Yellow,Crew Neck,Mini,Cotton,Solid,Short Sleeve,Casual,23,3,4,1,7,4,0,2,2
34496,/content/fashion_data/images/34496.jpg,Shirts,Women,Blue,Summer,Formal,Van Heusen Woman Blue Shirt,Blue,Collared,Knee-length,Linen,Solid,Short Sleeve,Formal,2,1,1,6,7,4,2,2,2
31656,/content/fashion_data/images/31656.jpg,Shirts,Men,White,Summer,Casual,Indigo Nation Men White Shirt,White,Collared,Knee-length,Cotton,Solid,3/4 Sleeve,Casual,22,1,1,1,7,0,0,2,0
50871,/content/fashion_data/images/50871.jpg,Sarees,Women,Mustard,Fall,Ethnic,Prafful Mustard Crepe Printed Sari,Yellow,Boat Neck,Maxi,Chiffon,Abstract,Cap Sleeve,Festive/Religious,23,0,2,0,0,2,1,0,2
14090,/content/fashion_data/images/14090.jpg,Tshirts,Men,Blue,Fall,Casual,Flying Machine Men Stripes Blue Polo Tshirts,Blue,V-Neck,Mini,Polyester,Striped,Short Sleeve,Casual,2,14,4,7,8,4,0,0,0
26873,/content/fashion_data/images/26873.jpg,Tops,Women,Lavender,Summer,Casual,Jealous 21 Women Printed Lavender Top,Purple,Square Neck,Mini,Silk,Abstract,Cap Sleeve,Casual,17,11,4,9,0,2,0,2,2
19003,/content/fashion_data/images/19003.jpg,Sweatshirts,Women,Red,Summer,Casual,ADIDAS Originals Women Trefoil Hoodie Red Sweatshirt,Red,High Neck,Mini,Cotton,Solid,Long Sleeve,Casual,18,5,4,1,7,3,0,2,2
18237,/content/fashion_data/images/18237.jpg,Tshirts,Men,Red,Fall,Casual,Manchester United Men Solid Red Tshirt,Red,Scoop Neck,Mini,Cotton,Solid,Short Sleeve,Casual,18,10,4,1,7,4,0,0,0
22322,/content/fashion_data/images/22322.jpg,Tshirts,Women,Blue,Fall,Casual,Wildcraft Women Solid Blue Tshirt,Blue,Crew Neck,Mini,Polyester,Solid,Short Sleeve,Casual,2,3,4,7,7,4,0,0,2
24045,/content/fashion_data/images/24045.jpg,Tshirts,Men,Red,Fall,Casual,Locomotive Men Printed Red T-shirt,Red,V-Neck,Mini,Polyester,Abstract,Short Sleeve,Casual,18,14,4,7,0,4,0,0,0
5980,/content/fashion_data/images/5980.jpg,Shirts,Men,Grey,Summer,Casual,Locomotive Men Charcoal Stripe Shirt,Grey,Collared,Knee-length,Polyester,Striped,3/4 Sleeve,Casual,9,1,1,7,8,0,0,2,0
59973,/content/fashion_data/images/59973.jpg,Dresses,Women,Navy Blue,Fall,Casual,Avirate Women Navy Blue Dress,Navy Blue,One-Shoulder,Mini,Silk,Solid,Cap Sleeve,Casual,12,9,4,9,7,2,0,0,2
24016,/content/fashion_data/images/24016.jpg,Tshirts,Men,Navy Blue,Fall,Casual,Locomotive Men Printed Navy Blue T-shirt,Navy Blue,Scoop Neck,Mini,Polyester,Abstract,Short Sleeve,Casual,12,10,4,7,0,4,0,0,0
5780,/content/fashion_data/images/5780.jpg,Tops,Women,Purple,Summer,Casual,Jealous 21 Women. Graphic Purple Top,Purple,Off-Shoulder,Mini,Silk,Solid,Sleeveless,Casual,17,8,4,9,7,5,0,2,2
18754,/content/fashion_data/images/18754.jpg,Dresses,Women,Pink,Fall,Casual,Arrow Woman Kaya Pink Dress,Pink,One-Shoulder,Midi,Lace,Solid,3/4 Sleeve,Casual,16,9,3,4,7,0,0,0,2
53125,/content/fashion_data/images/53125.jpg,Tshirts,Women,Green,Summer,Casual,Myntra Women Green T-shirt,Green,Crew Neck,Mini,Cotton,Solid,Cap Sleeve,Casual,8,3,4,1,7,2,0,2,2
15027,/content/fashion_data/images/15027.jpg,Sweatshirts,Women,Pink,Fall,Casual,ADIDAS Women Solid Pink Sweatshirts,Pink,High Neck,Mini,Polyester,Solid,Long Sleeve,Casual,16,5,4,7,7,3,0,0,2
38154,/content/fashion_data/images/38154.jpg,Jackets,Men,Black,Summer,Casual,Wildcraft Men Black Husky Jacket,Black,Collared,Mini,Denim,Solid,Long Sleeve,Casual,1,1,4,3,7,3,0,2,0
4868,/content/fashion_data/images/4868.jpg,Tshirts,Men,Orange,Summer,Casual,Levis Kids Boy's Darby Orange Polo Tshirt,Orange,Scoop Neck,Mini,Cotton,Solid,Cap Sleeve,Casual,15,10,4,1,7,2,0,2,0
20346,/content/fashion_data/images/20346.jpg,Sweaters,Women,Pink,Fall,Casual,Scullers For Her Women Solid Pink Sweater,Pink,Crew Neck,Knee-length,Wool,Solid,Long Sleeve,Casual,16,3,1,10,7,3,0,0,2
2860,/content/fashion_data/images/2860.jpg,Tshirts,Men,Blue,Summer,Casual,Inkfruit Men's Rising Soccer T-shirt,Blue,Crew Neck,Mini,Polyester,Solid,Short Sleeve,Casual,2,3,4,7,7,4,0,2,0
19650,/content/fashion_data/images/19650.jpg,Tops,Women,Purple,Fall,Casual,United Colors of Benetton Women Solid Purple Top,Purple,Off-Shoulder,Mini,Polyester,Solid,Sleeveless,Casual,17,8,4,7,7,5,0,0,2
11366,/content/fashion_data/images/11366.jpg,Tops,Women,Purple,Fall,Casual,United Colors of Benetton Women  Light Purple Printed Top,Purple,Off-Shoulder,Mini,Crepe,Abstract,Bell Sleeve,Casual,17,8,4,2,0,1,0,0,2
27264,/content/fashion_data/images/27264.jpg,Tops,Women,Pink,Summer,Casual,Arrow Woman Pink Printed Top,Pink,Off-Shoulder,Mini,Crepe,Abstract,Bell Sleeve,Casual,16,8,4,2,0,1,0,2,2
45970,/content/fashion_data/images/45970.jpg,Tops,Women,Grey Melange,Summer,Casual,Tokyo Talkies Women Grey Melange Printed Top,Grey,Halter,Mini,Polyester,Abstract,Bell Sleeve,Casual,9,4,4,7,0,1,0,2,2
16556,/content/fashion_data/images/16556.jpg,Sweatshirts,Men,Grey,Fall,Casual,Basics Men Grey Printed Sweatshirt,Grey,High Neck,Mini,Polyester,Abstract,Long Sleeve,Casual,9,5,4,7,0,3,0,0,0
13309,/content/fashion_data/images/13309.jpg,Tops,Women,White,Fall,Casual,Gini and Jony Kids Girls Printed White Tops,White,Off-Shoulder,Mini,Silk,Abstract,Sleeveless,Casual,22,8,4,9,0,5,0,0,2
42212,/content/fashion_data/images/42212.jpg,Tunics,Women,Pink,Summer,Casual,Sepia Women Pink Tunic,Pink,Crew Neck,Midi,Chiffon,Solid,Long Sleeve,Casual,16,3,3,0,7,3,0,2,2
15371,/content/fashion_data/images/15371.jpg,Sweatshirts,Women,Purple,Fall,Casual,Urban Yoga Women Solid Purple Sweatshirts,Purple,High Neck,Knee-length,Cotton,Solid,Long Sleeve,Casual,17,5,1,1,7,3,0,0,2
41999,/content/fashion_data/images/41999.jpg,Tops,Women,Pink,Summer,Casual,Gini and Jony Girls Pretty Blossom Pink Top,Pink,Halter,Mini,Cotton,Solid,3/4 Sleeve,Casual,16,4,4,1,7,0,0,2,2
44908,/content/fashion_data/images/44908.jpg,Tshirts,Men,White,Summer,Casual,Puma Men White and Red Striped Polo neck T-shirt,White,Crew Neck,Mini,Cotton,Striped,Cap Sleeve,Casual,22,3,4,1,8,2,0,2,0
14014,/content/fashion_data/images/14014.jpg,Tshirts,Men,White,Summer,Sports,Nike Men Solid Off-White Polo Jerseys,White,V-Neck,Mini,Polyester,Solid,Short Sleeve,Sports,22,14,4,7,7,4,4,2,0
35873,/content/fashion_data/images/35873.jpg,Tshirts,Men,White,Summer,Casual,Marvel Boys Comics White T-shirt,White,Crew Neck,Mini,Cotton,Solid,Short Sleeve,Casual,22,3,4,1,7,4,0,2,0
16661,/content/fashion_data/images/16661.jpg,Sweaters,Men,Black,Fall,Casual,Fila Men Blanc Black Sweater,Black,Cowl Neck,Mini,Cotton,Solid,Long Sleeve,Casual,1,2,4,1,7,3,0,0,0
17515,/content/fashion_data/images/17515.jpg,Sweaters,Women,Pink,Fall,Casual,Jealous 21 Women Solid Pink Sweater,Pink,Mock Neck,Mini,Wool,Solid,Long Sleeve,Casual,16,7,4,10,7,3,0,0,2
38337,/content/fashion_data/images/38337.jpg,Tops,Women,Yellow,Summer,Casual,Mr. Men Little Miss Girls Yellow Top,Yellow,Square Neck,Mini,Chiffon,Solid,Sleeveless,Casual,23,11,4,0,7,5,0,2,2
52078,/content/fashion_data/images/52078.jpg,Tshirts,Men,White,Summer,Casual,Myntra Men White & Blue T-shirt,White,V-Neck,Mini,Polyester,Solid,Short Sleeve,Casual,22,14,4,7,7,4,0,2,0
7415,/content/fashion_data/images/7415.jpg,Kurtas,Women,Black,Summer,Ethnic,W Women Sqaure Neck Yarn Dyed Short Sleeve Black Kurta,Black,Keyhole,Midi,Cotton,Solid,Short Sleeve,Festive/Religious,1,6,3,1,7,4,1,2,2
59973,/content/fashion_data/images/59973.jpg,Dresses,Women,Navy Blue,Fall,Casual,Avirate Women Navy Blue Dress,Navy Blue,One-Shoulder,Mini,Silk,Solid,Cap Sleeve,Casual,12,9,4,9,7,2,0,0,2
19100,/content/fashion_data/images/19100.jpg,Kurtas,Women,Mustard,Fall,Ethnic,Mother Earth Women Mustard Kurta,Yellow,Keyhole,Knee-length,Linen,Solid,Short Sleeve,Festive/Religious,23,6,1,6,7,4,1,0,2
15832,/content/fashion_data/images/15832.jpg,Kurtas,Women,Pink,Fall,Ethnic,Visudh Pink Printed Ethnic Kurta,Pink,High Neck,Maxi,Linen,Abstract,3/4 Sleeve,Festive/Religious,16,5,2,6,0,0,1,0,2
28706,/content/fashion_data/images/28706.jpg,Kurtas,Women,Black,Summer,Ethnic,W Women Printed Black Kurta,Black,Collared,Midi,Silk,Abstract,3/4 Sleeve,Festive/Religious,1,1,3,9,0,0,1,2,2
27887,/content/fashion_data/images/27887.jpg,Shirts,Women,White,Summer,Formal,Scullers For Her White Check Shirt,White,V-Neck,Knee-length,Linen,Plaid,3/4 Sleeve,Formal,22,14,1,6,5,0,2,2,2
12802,/content/fashion_data/images/12802.jpg,Tshirts,Women,Green,Fall,Casual,Nike Women Flower Green Tshirts,Green,Crew Neck,Mini,Polyester,Floral,Short Sleeve,Casual,8,3,4,7,2,4,0,0,2
57988,/content/fashion_data/images/57988.jpg,Dresses,Women,Orange,Fall,Casual,Latin Quarters Women Orange Dress,Orange,Off-Shoulder,Midi,Crepe,Solid,Short Sleeve,Casual,15,8,3,2,7,4,0,0,2
16441,/content/fashion_data/images/16441.jpg,Tshirts,Men,Green,Fall,Casual,Levi's Men Printed Green Tshirts,Green,Crew Neck,Mini,Cotton,Abstract,Short Sleeve,Casual,8,3,4,1,0,4,0,0,0
17200,/content/fashion_data/images/17200.jpg,Sweaters,Men,Red,Winter,Casual,U.S. Polo Assn. Men Solid Tibetian Red Sweater,Red,Cowl Neck,Mini,Cotton,Solid,Long Sleeve,Casual,18,2,4,1,7,3,0,3,0
7591,/content/fashion_data/images/7591.jpg,Tshirts,Men,White,Summer,Sports,Nike Men's As Tennis Mas T-shirt,White,Crew Neck,Mini,Polyester,Solid,Short Sleeve,Sports,22,3,4,7,7,4,4,2,0
19645,/content/fashion_data/images/19645.jpg,Tops,Women,Brown,Fall,Casual,United Colors Of Benetton Women Brown Top,Brown,Square Neck,Mini,Chiffon,Solid,Bell Sleeve,Casual,3,11,4,0,7,1,0,0,2
43259,/content/fashion_data/images/43259.jpg,Kurtas,Women,Purple,Summer,Ethnic,Aneri Women Purple Kurta,Purple,Collared,Maxi,Crepe,Solid,Long Sleeve,Festive/Religious,17,1,2,2,7,3,1,2,2
19427,/content/fashion_data/images/19427.jpg,Shirts,Men,Beige,Summer,Casual,Quiksilver Men Beige Shirt,Beige,Collared,Mini,Linen,Solid,Short Sleeve,Casual,0,1,4,6,7,4,0,2,0
11595,/content/fashion_data/images/11595.jpg,Kurtas,Women,Purple,Summer,Ethnic,W Women Printed Purple Kurtas,Purple,Keyhole,Knee-length,Silk,Abstract,3/4 Sleeve,Festive/Religious,17,6,1,9,0,0,1,2,2
9951,/content/fashion_data/images/9951.jpg,Tshirts,Women,Blue,Summer,Casual,Disney Kids Girl Blue Minnie Blue T-shirt,Blue,Scoop Neck,Mini,Polyester,Solid,Cap Sleeve,Casual,2,10,4,7,7,2,0,2,2
36750,/content/fashion_data/images/36750.jpg,Dresses,Women,Navy Blue,Summer,Casual,Little Miss Girls Chatterbox Navy Blue Dress,Navy Blue,Square Neck,Knee-length,Crepe,Solid,3/4 Sleeve,Casual,12,11,1,2,7,0,0,2,2
6780,/content/fashion_data/images/6780.jpg,Tshirts,Men,Red,Summer,Casual,Timberland Men's Pique Polo Red T-shirt,Red,Scoop Neck,Mini,Cotton,Solid,Short Sleeve,Casual,18,10,4,1,7,4,0,2,0
20030,/content/fashion_data/images/20030.jpg,Shirts,Men,Blue,Fall,Casual,United Colors of Benetton Men Solid Blue Shirt,Blue,Collared,Mini,Polyester,Solid,Long Sleeve,Casual,2,1,4,7,7,3,0,0,0
24724,/content/fashion_data/images/24724.jpg,Tshirts,Men,Blue,Summer,Casual,Tantra Men Blue T-shirt,Blue,V-Neck,Mini,Cotton,Solid,Short Sleeve,Casual,2,14,4,1,7,4,0,2,0
34179,/content/fashion_data/images/34179.jpg,Tshirts,Men,Navy Blue,Summer,Casual,Gini and Jony Boys Navy Blue T-shirt,Navy Blue,Scoop Neck,Mini,Polyester,Solid,Short Sleeve,Casual,12,10,4,7,7,4,0,2,0
3272,/content/fashion_data/images/3272.jpg,Tshirts,Men,White,Summer,Casual,Guerrilla Men's God's Sent White T-shirt,White,Scoop Neck,Mini,Cotton,Solid,Cap Sleeve,Casual,22,10,4,1,7,2,0,2,0
8813,/content/fashion_data/images/8813.jpg,Shirts,Men,Purple,Fall,Casual,Spykar Men Ranger Black & Purple Check Shirt,Purple,V-Neck,Knee-length,Linen,Plaid,Short Sleeve,Casual,17,14,1,6,5,4,0,0,0
18267,/content/fashion_data/images/18267.jpg,Kurtas,Women,Multi,Fall,Ethnic,Aneri Women Navranga Multi Kurta,Multi-color,Collared,Maxi,Crepe,Solid,Long Sleeve,Festive/Religious,11,1,2,2,7,3,1,0,2
16791,/content/fashion_data/images/16791.jpg,Shirts,Men,Blue,Fall,Casual,Highlander Men Check Blue Shirt,Blue,Collared,Knee-length,Polyester,Plaid,Short Sleeve,Casual,2,1,1,7,5,4,0,0,0
53779,/content/fashion_data/images/53779.jpg,Tops,Women,Black,Summer,Casual,Puma Women Black T-shirt,Black,Halter,Mini,Crepe,Solid,3/4 Sleeve,Casual,1,4,4,2,7,0,0,2,2
2841,/content/fashion_data/images/2841.jpg,Tshirts,Men,Grey,Summer,Casual,Mr.Men Men's Its Gonna Get Messy Grey T-shirt,Grey,Crew Neck,Mini,Cotton,Solid,Short Sleeve,Casual,9,3,4,1,7,4,0,2,0
22225,/content/fashion_data/images/22225.jpg,Tshirts,Women,Black,Fall,Casual,Little Miss Women Giggles Black T-shirt,Black,Scoop Neck,Mini,Cotton,Solid,Cap Sleeve,Casual,1,10,4,1,7,2,0,0,2
10451,/content/fashion_data/images/10451.jpg,Tshirts,Men,Blue,Fall,Casual,Flying Machine Men Blue Polo Tshirts,Blue,Scoop Neck,Mini,Cotton,Solid,Short Sleeve,Casual,2,10,4,1,7,4,0,0,0
59919,/content/fashion_data/images/59919.jpg,Kurtas,Women,Multi,Summer,Ethnic,Diva Women Multi Colour Kurta,Multi-color,High Neck,Midi,Crepe,Solid,Long Sleeve,Festive/Religious,11,5,3,2,7,3,1,2,2
40977,/content/fashion_data/images/40977.jpg,Tshirts,Men,Green,Summer,Casual,Gini and Jony Boys Core Green T-shirt,Green,Crew Neck,Mini,Polyester,Solid,Cap Sleeve,Casual,8,3,4,7,7,2,0,2,0
40665,/content/fashion_data/images/40665.jpg,Kurtas,Women,Multi,Summer,Ethnic,Span Women Multi Colored Kurta,Multi-color,Collared,Knee-length,Cotton,Solid,Short Sleeve,Festive/Religious,11,1,1,1,7,4,1,2,2
15031,/content/fashion_data/images/15031.jpg,Sweaters,Women,Pink,Fall,Casual,ADIDAS Women Stripes Pink Sweaters,Pink,Cowl Neck,Mini,Polyester,Striped,Long Sleeve,Casual,16,2,4,7,8,3,0,0,2
41565,/content/fashion_data/images/41565.jpg,Dresses,Women,Blue,Summer,Casual,AND Women Blue Dress,Blue,Sweetheart,Maxi,Crepe,Solid,Long Sleeve,Casual,2,12,2,2,7,3,0,2,2
29166,/content/fashion_data/images/29166.jpg,Dresses,Women,Navy Blue,Summer,Casual,United Colors of Benetton Girls Polka Dot Navy Blue Dress,Navy Blue,One-Shoulder,Maxi,Satin,Polka Dot,Sleeveless,Casual,12,9,2,8,6,5,0,2,2
53112,/content/fashion_data/images/53112.jpg,Tshirts,Men,Yellow,Summer,Casual,Myntra Men Yellow T-shirt,Yellow,V-Neck,Mini,Polyester,Solid,Short Sleeve,Casual,23,14,4,7,7,4,0,2,0
30956,/content/fashion_data/images/30956.jpg,Tops,Women,Mustard,Summer,Ethnic,Fabindia Women Mustard Tussar Top,Yellow,Scoop Neck,Mini,Chiffon,Solid,Short Sleeve,Festive/Religious,23,10,4,0,7,4,1,2,2
16338,/content/fashion_data/images/16338.jpg,Shirts,Men,Blue,Fall,Formal,Peter England Men Stripes Blue Shirt,Blue,Collared,Knee-length,Polyester,Striped,Long Sleeve,Formal,2,1,1,7,8,3,2,0,0
30761,/content/fashion_data/images/30761.jpg,Kurtas,Men,Black,Summer,Ethnic,Fabindia Men Printed Black Kurta,Black,V-Neck,Midi,Crepe,Abstract,3/4 Sleeve,Festive/Religious,1,14,3,2,0,0,1,2,0
10059,/content/fashion_data/images/10059.jpg,Tshirts,Men,Black,Fall,Casual,Puma Men Black Polo Tshirts,Black,V-Neck,Mini,Cotton,Solid,Short Sleeve,Casual,1,14,4,1,7,4,0,0,0
60000,/content/fashion_data/images/60000.jpg,Kurtas,Women,Blue,Fall,Ethnic,Alma Women Blue Kurta,Blue,High Neck,Knee-length,Silk,Solid,Long Sleeve,Festive/Religious,2,5,1,9,7,3,1,0,2
5497,/content/fashion_data/images/5497.jpg,Tshirts,Men,Pink,Summer,Casual,Mr.Men Men's Cool Guy Lilac T-shirt,Pink,V-Neck,Mini,Polyester,Solid,Cap Sleeve,Casual,16,14,4,7,7,2,0,2,0
4198,/content/fashion_data/images/4198.jpg,Tshirts,Men,Red,Summer,Casual,Disney Kids Boy's Red Royal Sailing Kidswear,Red,V-Neck,Mini,Polyester,Solid,Cap Sleeve,Casual,18,14,4,7,7,2,0,2,0
33059,/content/fashion_data/images/33059.jpg,Shirts,Men,Blue,Summer,Casual,U.S. Polo Assn. Denim Co. Men Blue & Red Check Shirt,Blue,Collared,Knee-length,Cotton,Plaid,Long Sleeve,Casual,2,1,1,1,5,3,0,2,0
40944,/content/fashion_data/images/40944.jpg,Tops,Women,Pink,Summer,Casual,Gini and Jony Girls Kitch Bright Pink Top,Pink,Halter,Mini,Crepe,Solid,Bell Sleeve,Casual,16,4,4,2,7,1,0,2,2
